,Unnamed: 0,id,idContext,info,disease,type,context,question,result,A,B,C,D,evidence_A_other,evidence_B_other,evidence_C_other,evidence_D_other
577,6051,400263.0,574.0,Triệu_chứng .,Viêm tuỵ cấp .,Single-Choice.,Triệu_chứng của viêm tuỵ cấp bao_gồm : Đau bụng làn toả ra sau lưng . triệu_chứng có_thể trầm_trọng hơn sau khi ăn các thực_phẩm giàu chất_béo . Chướng bụng và đau . Buồn_nôn và ói mửa . Sốt . Tăng nhịp tim .,"Một_số triệu_chứng của bệnh viêm tuỵ cấp có_thể bị nhầm_lẫn với một_số bệnh tiêu_hoá như đau dạ hoặc đau ruột_thừa . Trong trường_hợp bệnh_nhân gặp triệu_chứng đau bụng , cơn đau này có_thể lan đến khu_vực nào ?",B.,Lên lên ngực .,Lan ra sau lưng .,Lan xuống bụng_dưới .,Lan khắp người .,,,,
578,6052,400264.0,574.0,Triệu_chứng .,Viêm tuỵ cấp .,Multi-Choice.,Triệu_chứng của viêm tuỵ cấp bao_gồm : Đau bụng làn toả ra sau lưng . triệu_chứng có_thể trầm_trọng hơn sau khi ăn các thực_phẩm giàu chất_béo . Chướng bụng và đau . Buồn_nôn và ói mửa . Sốt . Tăng nhịp tim .,"Thông_thường các triệu_chứng của căn_bệnh viêm tuỵ cấp thường là đau bụng , chướng bụng . Một_số triệu_chứng khác mà bệnh_nhân cũng có_thể gặp phải khi mắc căn_bệnh này là : .","A , B.",Buồn_nôn .,Ói mửa .,Sốt .,Mất_ngủ .,,,,
579,6063,400407.0,567.0,Triệu_chứng .,Hội_chứng ruột kích_thích .,Multi-Choice.,"Triệu_chứng hội_chứng ruột kích_thích bao_gồm các thể chính : đau bụng , táo_bón và tiêu_chảy . Đau bụng : Đau không có đặc_điểm gì cụ_thể , không có vị_trí nhất_định , có_thể đau dọc khung đại_tràng , đau nhiều hơn sau khi ăn hoặc đôi_khi chưa ăn xong đã có cảm_giác đau , khi ăn thức_ăn lạ , thức_ăn để lâu . Nhiều trường_hợp cũng có_thể đau do lạnh bụng . Cảm_giác đau có_thể chỉ diễn_biến 1-2 ngày nhưng cũng có_thể kéo_dài nhiều ngày triền_miên , một tháng có_thể đau vài lần nhưng cũng có người_bệnh nhiều tháng mới đau một lần . Táo_bón và tiêu_chảy : Phân táo thường kèm theo nhầy bọc ngoài phân . Một điểm cần lưu_ý là phân trong trường_hợp này không bao_giờ lẫn máu , nếu có thì chắc_chắn không phải là hội_chứng ruột kích_thích . Ngoài các triệu_chứng chính kể trên , các rối_loạn khác có_thể gặp phải là : Bụng đầy hơi , cảm_giác nặng bụng . Nhức đầu . Mất_ngủ . Trung_tiện nhiều , cảm_giác đi chưa hết phân . Các triệu_chứng này không đặc_hiệu và thay_đổi theo thời_gian , phụ_thuộc vào chế_độ ăn_uống . Chẳng_hạn , khi ăn các thức_ăn không phù_hợp sẽ xuất_hiện các triệu_chứng rối_loạn tiêu_hoá ngay_lập_tức , nếu kiêng_khem thì các triệu_chứng sẽ biến mất . Vì_vậy các chuyên_gia khuyến_cáo khi có các biểu_hiện trên , bệnh_nhân cần đến các cơ_sở y_tế để được khám và làm các xét_nghiệm cần_thiết , xác_định bệnh để được điều_trị kịp_thời .","Bệnh hội_chứng ruột kích_thích có rất nhiều triệu_chứng , nhưng chỉ có một_vài triệu_chứng chính của căn_bệnh này . Đâu là những triệu_chứng chính của căn_bệnh của hội_chứng ruột kích_thích ?","A , B.",Đau bụng .,Táo_bón .,Nhức đầu .,Mất_ngủ .,,,,
580,6064,400408.0,567.0,Triệu_chứng .,Hội_chứng ruột kích_thích .,Multi-Choice.,"Triệu_chứng hội_chứng ruột kích_thích bao_gồm các thể chính : đau bụng , táo_bón và tiêu_chảy . Đau bụng : Đau không có đặc_điểm gì cụ_thể , không có vị_trí nhất_định , có_thể đau dọc khung đại_tràng , đau nhiều hơn sau khi ăn hoặc đôi_khi chưa ăn xong đã có cảm_giác đau , khi ăn thức_ăn lạ , thức_ăn để lâu . Nhiều trường_hợp cũng có_thể đau do lạnh bụng . Cảm_giác đau có_thể chỉ diễn_biến 1-2 ngày nhưng cũng có_thể kéo_dài nhiều ngày triền_miên , một tháng có_thể đau vài lần nhưng cũng có người_bệnh nhiều tháng mới đau một lần . Táo_bón và tiêu_chảy : Phân táo thường kèm theo nhầy bọc ngoài phân . Một điểm cần lưu_ý là phân trong trường_hợp này không bao_giờ lẫn máu , nếu có thì chắc_chắn không phải là hội_chứng ruột kích_thích . Ngoài các triệu_chứng chính kể trên , các rối_loạn khác có_thể gặp phải là : Bụng đầy hơi , cảm_giác nặng bụng . Nhức đầu . Mất_ngủ . Trung_tiện nhiều , cảm_giác đi chưa hết phân . Các triệu_chứng này không đặc_hiệu và thay_đổi theo thời_gian , phụ_thuộc vào chế_độ ăn_uống . Chẳng_hạn , khi ăn các thức_ăn không phù_hợp sẽ xuất_hiện các triệu_chứng rối_loạn tiêu_hoá ngay_lập_tức , nếu kiêng_khem thì các triệu_chứng sẽ biến mất . Vì_vậy các chuyên_gia khuyến_cáo khi có các biểu_hiện trên , bệnh_nhân cần đến các cơ_sở y_tế để được khám và làm các xét_nghiệm cần_thiết , xác_định bệnh để được điều_trị kịp_thời .","Hội_chứng ruột kích_thích có rất nhiều triệu_chứng đi kèm . Trong số những triệu_chứng , có một_vài triệu_chứng cần phải phân_biệt mới có_thể chuẩn đoán bệnh chính_xác , triệu_chứng đó là ?","A , B.",Táo_bón .,Tiêu_chảy .,Đau bụng .,Mất_ngủ .,,,,
581,6066,400406.0,567.0,Triệu_chứng .,Hội_chứng ruột kích_thích .,Single-Choice.,"Triệu_chứng hội_chứng ruột kích_thích bao_gồm các thể chính : đau bụng , táo_bón và tiêu_chảy . Đau bụng : Đau không có đặc_điểm gì cụ_thể , không có vị_trí nhất_định , có_thể đau dọc khung đại_tràng , đau nhiều hơn sau khi ăn hoặc đôi_khi chưa ăn xong đã có cảm_giác đau , khi ăn thức_ăn lạ , thức_ăn để lâu . Nhiều trường_hợp cũng có_thể đau do lạnh bụng . Cảm_giác đau có_thể chỉ diễn_biến 1-2 ngày nhưng cũng có_thể kéo_dài nhiều ngày triền_miên , một tháng có_thể đau vài lần nhưng cũng có người_bệnh nhiều tháng mới đau một lần . Táo_bón và tiêu_chảy : Phân táo thường kèm theo nhầy bọc ngoài phân . Một điểm cần lưu_ý là phân trong trường_hợp này không bao_giờ lẫn máu , nếu có thì chắc_chắn không phải là hội_chứng ruột kích_thích . Ngoài các triệu_chứng chính kể trên , các rối_loạn khác có_thể gặp phải là : Bụng đầy hơi , cảm_giác nặng bụng . Nhức đầu . Mất_ngủ . Trung_tiện nhiều , cảm_giác đi chưa hết phân . Các triệu_chứng này không đặc_hiệu và thay_đổi theo thời_gian , phụ_thuộc vào chế_độ ăn_uống . Chẳng_hạn , khi ăn các thức_ăn không phù_hợp sẽ xuất_hiện các triệu_chứng rối_loạn tiêu_hoá ngay_lập_tức , nếu kiêng_khem thì các triệu_chứng sẽ biến mất . Vì_vậy các chuyên_gia khuyến_cáo khi có các biểu_hiện trên , bệnh_nhân cần đến các cơ_sở y_tế để được khám và làm các xét_nghiệm cần_thiết , xác_định bệnh để được điều_trị kịp_thời .","Triệu_chứng của hội_chứng ruột kích_thích có rất nhiều triệu_chứng chính , đi kèm với triệu_chứng phụ . Bên cạnh triệu_chứng chính thì đâu là những triệu_chứng phụ của bệnh hội_chứng ruột kích_thích ?",A.,Đầy hơi .,Đau bụng .,Táo_bón .,Tiêu_chảy .,,,,
582,6145,300069.0,322.0,Triệu_chứng .,Sốt phát_ban .,Single-Choice.,"Triệu_chứng sốt phát_ban thường xuất_hiện vào tuần thứ nhất hoặc thứ 2 sau khi mắc bệnh . Sốt ban đỏ ở trẻ_em đôi_khi có_thể không thấy hoặc triệu_chứng nhẹ . Tuy_nhiên bệnh thường biểu_hiện với hai triệu_chứng chính : Sốt : đây là triệu_chứng phổ_biến nhất của bệnh , thường là sốt cao trên 39,4 °C ngay khi nhiễm_bệnh . Đối_với sốt phát_ban ở trẻ nhỏ có_thể có các triệu_chứng đi kèm như ho , viêm họng , sổ_mũi hoặc các hạch bạch_huyết sưng lên ở phần cổ của trẻ . Sốt thường diễn_tiến trong 3-5 ngày . Phát_ban : triệu_chứng phát_ban có_thể đến sau các cơn_sốt , da bệnh_nhân sẽ xuất_hiện các đốm đỏ nhỏ bằng hoặc sưng lên . Một_số đốm có_thể có một vòng màu trắng bao quanh . Sốt ban đỏ ở trẻ_em sẽ lan rộng từ_từ bắt_đầu từ vùng ngực , lưng , bụng cho tới cổ và cánh_tay , có trường_hợp không lan đến chân và mặt . Những vết ban này sẽ biến mất sau vài giờ hoặc vài ngày mà không gây bất_kì sự khó_chịu nào cho trẻ . Ngoài 2 triệu_chứng điển_hình còn có một_số dấu_hiệu khác có_thể thấy như : Khó_chịu , quấy khóc ở trẻ sơ_sinh và trẻ nhỏ . Tiêu_chảy mức_độ nhẹ . Chán ăn . Sưng mí mắt .","Bệnh_nhân B , một người đàn_ông 45 tuổi , đến bác_sĩ với sốt và phát_ban trên cơ_thể . Anh ta kể rằng ban_đầu cảm_thấy đau_nhức ở cổ_họng và sau đó xuất_hiện phát_ban . Bác_sĩ cần giải_thích chi_tiết hơn về các triệu_chứng của bệnh . Triệu_chứng thường xuất_hiện trước khi phát_ban khi mắc bệnh sốt phát_ban là gì ?",C.,Đau bụng và buồn_nôn .,Sưng hạch và đau họng .,Sốt và chán ăn .,Mụn nước đỏ và viêm nổi .,,,,
583,6146,300070.0,322.0,Triệu_chứng .,Sốt phát_ban .,Multi-Choice.,"Triệu_chứng sốt phát_ban thường xuất_hiện vào tuần thứ nhất hoặc thứ 2 sau khi mắc bệnh . Sốt ban đỏ ở trẻ_em đôi_khi có_thể không thấy hoặc triệu_chứng nhẹ . Tuy_nhiên bệnh thường biểu_hiện với hai triệu_chứng chính : Sốt : đây là triệu_chứng phổ_biến nhất của bệnh , thường là sốt cao trên 39,4 °C ngay khi nhiễm_bệnh . Đối_với sốt phát_ban ở trẻ nhỏ có_thể có các triệu_chứng đi kèm như ho , viêm họng , sổ_mũi hoặc các hạch bạch_huyết sưng lên ở phần cổ của trẻ . Sốt thường diễn_tiến trong 3-5 ngày . Phát_ban : triệu_chứng phát_ban có_thể đến sau các cơn_sốt , da bệnh_nhân sẽ xuất_hiện các đốm đỏ nhỏ bằng hoặc sưng lên . Một_số đốm có_thể có một vòng màu trắng bao quanh . Sốt ban đỏ ở trẻ_em sẽ lan rộng từ_từ bắt_đầu từ vùng ngực , lưng , bụng cho tới cổ và cánh_tay , có trường_hợp không lan đến chân và mặt . Những vết ban này sẽ biến mất sau vài giờ hoặc vài ngày mà không gây bất_kì sự khó_chịu nào cho trẻ . Ngoài 2 triệu_chứng điển_hình còn có một_số dấu_hiệu khác có_thể thấy như : Khó_chịu , quấy khóc ở trẻ sơ_sinh và trẻ nhỏ . Tiêu_chảy mức_độ nhẹ . Chán ăn . Sưng mí mắt .","Bệnh_nhân Bảo , một nam_giới 40 tuổi , đến bác_sĩ với sốt và phát_ban trên cơ_thể . Anh ta mô_tả rằng phát_ban của mình xuất_hiện dưới dạng các mảng đỏ hoặc màu hồng , không gây ngứa hoặc đau rát . Anh ta muốn biết thêm về các triệu_chứng cụ_thể của bệnh sốt phát_ban . Phát_ban của bệnh sốt phát_ban thường có đặc_điểm như_thế_nào ?","C , D.",Có vân mạch đậm .,Có vệt sần_sùi và mụn nước .,Xuất_hiện các đốm đỏ và mọc li_ti theo từng cụm ở ngực .,Xuất_hiện các đốm đỏ có một vòng màu trắng bao quanh .,,"Nốt ban đỏ và sáng . Ban mịn , ít sần_sùi trên mặt da . Ban nổi đồng_loạt khắp cơ_thể . Sau khi lặn thường không để lại sẹo hoặc vết thâm .",,
584,6148,300071.0,322.0,Triệu_chứng .,Sốt phát_ban .,Multi-Choice.,"Triệu_chứng sốt phát_ban thường xuất_hiện vào tuần thứ nhất hoặc thứ 2 sau khi mắc bệnh . Sốt ban đỏ ở trẻ_em đôi_khi có_thể không thấy hoặc triệu_chứng nhẹ . Tuy_nhiên bệnh thường biểu_hiện với hai triệu_chứng chính : Sốt : đây là triệu_chứng phổ_biến nhất của bệnh , thường là sốt cao trên 39,4 °C ngay khi nhiễm_bệnh . Đối_với sốt phát_ban ở trẻ nhỏ có_thể có các triệu_chứng đi kèm như ho , viêm họng , sổ_mũi hoặc các hạch bạch_huyết sưng lên ở phần cổ của trẻ . Sốt thường diễn_tiến trong 3-5 ngày . Phát_ban : triệu_chứng phát_ban có_thể đến sau các cơn_sốt , da bệnh_nhân sẽ xuất_hiện các đốm đỏ nhỏ bằng hoặc sưng lên . Một_số đốm có_thể có một vòng màu trắng bao quanh . Sốt ban đỏ ở trẻ_em sẽ lan rộng từ_từ bắt_đầu từ vùng ngực , lưng , bụng cho tới cổ và cánh_tay , có trường_hợp không lan đến chân và mặt . Những vết ban này sẽ biến mất sau vài giờ hoặc vài ngày mà không gây bất_kì sự khó_chịu nào cho trẻ . Ngoài 2 triệu_chứng điển_hình còn có một_số dấu_hiệu khác có_thể thấy như : Khó_chịu , quấy khóc ở trẻ sơ_sinh và trẻ nhỏ . Tiêu_chảy mức_độ nhẹ . Chán ăn . Sưng mí mắt .","Bệnh_nhân Cường , một nam_giới 45 tuổi , đến bác_sĩ với triệu_chứng sốt và phát_ban sau khi tiếp_xúc với người_bệnh sốt phát_ban . Anh ta muốn hiểu rõ hơn về các dấu_hiệu cảnh_báo của bệnh . Triệu_chứng đặc_trưng của phát_ban bao_gồm những gì ?","B , D.",Đau_đầu và viêm họng .,Sưng hạch cổ và sốt cao .,Đau_nhức cơ_bắp và mệt_mỏi .,Chán ăn và tiêu_chảy nhẹ .,,,,
585,6150,300185.0,322.0,Triệu_chứng .,Sốt phát_ban .,Single-Choice.,"Triệu_chứng sốt phát_ban thường xuất_hiện vào tuần thứ nhất hoặc thứ 2 sau khi mắc bệnh . Sốt ban đỏ ở trẻ_em đôi_khi có_thể không thấy hoặc triệu_chứng nhẹ . Tuy_nhiên bệnh thường biểu_hiện với hai triệu_chứng chính : Sốt : đây là triệu_chứng phổ_biến nhất của bệnh , thường là sốt cao trên 39,4 °C ngay khi nhiễm_bệnh . Đối_với sốt phát_ban ở trẻ nhỏ có_thể có các triệu_chứng đi kèm như ho , viêm họng , sổ_mũi hoặc các hạch bạch_huyết sưng lên ở phần cổ của trẻ . Sốt thường diễn_tiến trong 3-5 ngày . Phát_ban : triệu_chứng phát_ban có_thể đến sau các cơn_sốt , da bệnh_nhân sẽ xuất_hiện các đốm đỏ nhỏ bằng hoặc sưng lên . Một_số đốm có_thể có một vòng màu trắng bao quanh . Sốt ban đỏ ở trẻ_em sẽ lan rộng từ_từ bắt_đầu từ vùng ngực , lưng , bụng cho tới cổ và cánh_tay , có trường_hợp không lan đến chân và mặt . Những vết ban này sẽ biến mất sau vài giờ hoặc vài ngày mà không gây bất_kì sự khó_chịu nào cho trẻ . Ngoài 2 triệu_chứng điển_hình còn có một_số dấu_hiệu khác có_thể thấy như : Khó_chịu , quấy khóc ở trẻ sơ_sinh và trẻ nhỏ . Tiêu_chảy mức_độ nhẹ . Chán ăn . Sưng mí mắt .","Sốt phát_ban có rất nhiều triệu_chứng , thường là các cơn_sốt . Tuy_nhiên , sau các cơn_sốt , triệu_chứng tiếp_theo của bệnh sốt phát_ban là gì ?",A.,Phát_ban .,"Thân_nhiệt cao 39,4 độ C.",Các đốm phát_ban lan rộng khắp cơ_thể .,Tiêu_chảy mức_độ nhẹ .,,,,
586,6151,300187.0,322.0,Triệu_chứng .,Sốt phát_ban .,Multi-Choice.,"Triệu_chứng sốt phát_ban thường xuất_hiện vào tuần thứ nhất hoặc thứ 2 sau khi mắc bệnh . Sốt ban đỏ ở trẻ_em đôi_khi có_thể không thấy hoặc triệu_chứng nhẹ . Tuy_nhiên bệnh thường biểu_hiện với hai triệu_chứng chính : Sốt : đây là triệu_chứng phổ_biến nhất của bệnh , thường là sốt cao trên 39,4 °C ngay khi nhiễm_bệnh . Đối_với sốt phát_ban ở trẻ nhỏ có_thể có các triệu_chứng đi kèm như ho , viêm họng , sổ_mũi hoặc các hạch bạch_huyết sưng lên ở phần cổ của trẻ . Sốt thường diễn_tiến trong 3-5 ngày . Phát_ban : triệu_chứng phát_ban có_thể đến sau các cơn_sốt , da bệnh_nhân sẽ xuất_hiện các đốm đỏ nhỏ bằng hoặc sưng lên . Một_số đốm có_thể có một vòng màu trắng bao quanh . Sốt ban đỏ ở trẻ_em sẽ lan rộng từ_từ bắt_đầu từ vùng ngực , lưng , bụng cho tới cổ và cánh_tay , có trường_hợp không lan đến chân và mặt . Những vết ban này sẽ biến mất sau vài giờ hoặc vài ngày mà không gây bất_kì sự khó_chịu nào cho trẻ . Ngoài 2 triệu_chứng điển_hình còn có một_số dấu_hiệu khác có_thể thấy như : Khó_chịu , quấy khóc ở trẻ sơ_sinh và trẻ nhỏ . Tiêu_chảy mức_độ nhẹ . Chán ăn . Sưng mí mắt .","Triệu_chứng sốt phát_ban không khó để nhận_biết , nhưng vẫn có những triệu_chứng tiêu_biểu được thể_hiện rõ_ràng . Những triệu_chứng có_thể nhận_biết dễ_dàng đó là : .","A , B.",Sốt cao .,Phát_ban .,Tiêu_chảy nhẹ .,Biếng ăn .,,,,
587,6153,300186.0,322.0,Triệu_chứng .,Sốt phát_ban .,Multi-Choice.,"Triệu_chứng sốt phát_ban thường xuất_hiện vào tuần thứ nhất hoặc thứ 2 sau khi mắc bệnh . Sốt ban đỏ ở trẻ_em đôi_khi có_thể không thấy hoặc triệu_chứng nhẹ . Tuy_nhiên bệnh thường biểu_hiện với hai triệu_chứng chính : Sốt : đây là triệu_chứng phổ_biến nhất của bệnh , thường là sốt cao trên 39,4 °C ngay khi nhiễm_bệnh . Đối_với sốt phát_ban ở trẻ nhỏ có_thể có các triệu_chứng đi kèm như ho , viêm họng , sổ_mũi hoặc các hạch bạch_huyết sưng lên ở phần cổ của trẻ . Sốt thường diễn_tiến trong 3-5 ngày . Phát_ban : triệu_chứng phát_ban có_thể đến sau các cơn_sốt , da bệnh_nhân sẽ xuất_hiện các đốm đỏ nhỏ bằng hoặc sưng lên . Một_số đốm có_thể có một vòng màu trắng bao quanh . Sốt ban đỏ ở trẻ_em sẽ lan rộng từ_từ bắt_đầu từ vùng ngực , lưng , bụng cho tới cổ và cánh_tay , có trường_hợp không lan đến chân và mặt . Những vết ban này sẽ biến mất sau vài giờ hoặc vài ngày mà không gây bất_kì sự khó_chịu nào cho trẻ . Ngoài 2 triệu_chứng điển_hình còn có một_số dấu_hiệu khác có_thể thấy như : Khó_chịu , quấy khóc ở trẻ sơ_sinh và trẻ nhỏ . Tiêu_chảy mức_độ nhẹ . Chán ăn . Sưng mí mắt .",Triệu_chứng sốt phát_ban xảy ra rất khác nhau và có nhiều giai_đoạn . Ở giai_đoạn triệu_chứng sốt thì sẽ kéo_dài bao_lâu ?,"A , B , C.",5 ngày .,4 ngày .,3 ngày .,2 ngày .,,,,
588,6172,300239.0,496.0,Triệu_chứng .,_Thống kinh .,Single-Choice.,"Triệu_chứng_thống kinh nguyên_phát . Cơn đau thường xuất_hiện trước khi xuất_hiện kinh từ vài giờ hoặc ngay khi thấy_kinh và kéo_dài đến vài ngày với các triệu_chứng như sau : Đau theo từng cơn . Đau tại vị_trí bụng_dưới . Đau kiểu co rút bụng_dưới . Hướng của cơn đau lan tới ra sau lưng và mặt bên trong của đùi . Ngoài_ra , có_thể kèm theo một_số triệu_chứng khác như đau_đầu , sốt , tiêu_chảy , buồn_nôn . Triệu_chứng_thống kinh thứ_phát . Về triệu_chứng đau bụng của_thống kinh thứ_phát tương_tự như_thống kinh nguyên_phát . Tuy_nhiên , thời_điểm xuất_hiện đau bụng kéo_dài hơn , có_thể có trước khi kinh xuất_hiện từ một tuần cho đến khi đã hết kinh rồi mà vẫn còn đau bụng . Và triệu_chứng này không xuất_hiện một lần mà có_thể xuất_hiện nhiều lần trong một tháng . Trong trường_hợp sử_dụng các thuốc giảm đau mà vẫn không đỡ kèm theo các triệu_chứng bất_thường về kinh_nguyệt như đa kinh , rong kinh , vô kinh . thì người phụ_nữ không nên chủ_quan trước những triệu_chứng này . Cần đi khám chuyên_khoa sớm trước khi tình_trạng bệnh diễn_biến nặng hơn .","Bạn An đau bụng_dưới từng cơn , kiểu co rút , hướng lan ra sau lưng mà mặt trong đùi , đau ngay khi thấy_kinh và kéo_dài khoảng 3 ngày , không đau khi giao_hợp . Bác_sĩ chẩn_đoán bạn An mắc bệnh gì ?",B.,_Thống kinh thứ_phát .,_Thống kinh nguyên_phát .,Vỡ thai ngoài tử_cung .,Lạc nội mạc tử_cung .,,,"Bị trễ kinh , rong_huyết , đau bụng vùng dưới . Có một cơn đau_nhói dữ_dội , sau đó có cảm_giác rất mệt_mỏi , có_thể sắp ngất , nếu không được mổ kịp_thời có_thể dẫn đến tử_vong trên đường cấp_cứu . Mạch nhanh , nhẹ , huyết_áp tụt thấp dần . Khi được thăm_khám những trường_hợp này sẽ thấy rõ túi cùng căng đau , chọc dò đồ sẽ rút ra được máu đen loãng không đông . Siêu_âm sẽ thấy cùng_đồ có máu , ổ_bụng có máu Nội_soi hoặc mổ bụng , để điều_trị cắt vòi trứng bên_bị thai ngoài tử tử_cung . Các trường_hợp huyết tụ thành nang là tình_trạng thai ngoài tử_cung vỡ , máu chảy rỉ_rả và tụ lại ở cùng_đồ sau . Ruột mạc nối sẽ đến bao_bọc khối máu và vòi trứng lại thành một khối nang . Bên cạnh đó , người_bệnh sẽ có những dấu_hiệu như thai ngoài tử_cung chưa vỡ như rong_huyết , đau bụng vùng dưới kéo_dài , có lúc đau_nhói , đau nhiều rồi giảm đi , sau đó lại có cảm_giác đau muốn đi vệ_sinh , muốn rặn hoặc đi_tiểu lắt_nhắt nhiều lần .","Các triệu_chứng thông_thường của lạc nội mạc tử_cung bao_gồm : Đau trong giai_đoạn hành_kinh : đau vùng chậu có_thể bắt_đầu sớm hơn và kéo_dài sau khi kết_thúc hành_kinh . Bệnh_nhân có_thể đau vùng bụng và phía dưới lưng Đau khi giao_hợp : đau trong quá_trình hoặc sau giao_hợp rất phổ_biến trong bệnh lạc nội mạc tử_cung Đau khi di_chuyển hoặc đi_tiểu Chảy_máu ồ_ạt : bệnh_nhân có_thể chảy_máu ồ_ạt khi hành_kinh hoặc giữa các chu_kỳ hành_kinh Vô_sinh Một_số các biểu_hiện và triệu_chứng khác như mệt_mỏi , tiêu_chảy , táo_bón , buồn_nôn . diễn ra trong suốt đợt hành_kinh ."
589,6173,300240.0,496.0,Triệu_chứng .,_Thống kinh .,Multi-Choice.,"Triệu_chứng_thống kinh nguyên_phát . Cơn đau thường xuất_hiện trước khi xuất_hiện kinh từ vài giờ hoặc ngay khi thấy_kinh và kéo_dài đến vài ngày với các triệu_chứng như sau : Đau theo từng cơn . Đau tại vị_trí bụng_dưới . Đau kiểu co rút bụng_dưới . Hướng của cơn đau lan tới ra sau lưng và mặt bên trong của đùi . Ngoài_ra , có_thể kèm theo một_số triệu_chứng khác như đau_đầu , sốt , tiêu_chảy , buồn_nôn . Triệu_chứng_thống kinh thứ_phát . Về triệu_chứng đau bụng của_thống kinh thứ_phát tương_tự như_thống kinh nguyên_phát . Tuy_nhiên , thời_điểm xuất_hiện đau bụng kéo_dài hơn , có_thể có trước khi kinh xuất_hiện từ một tuần cho đến khi đã hết kinh rồi mà vẫn còn đau bụng . Và triệu_chứng này không xuất_hiện một lần mà có_thể xuất_hiện nhiều lần trong một tháng . Trong trường_hợp sử_dụng các thuốc giảm đau mà vẫn không đỡ kèm theo các triệu_chứng bất_thường về kinh_nguyệt như đa kinh , rong kinh , vô kinh . thì người phụ_nữ không nên chủ_quan trước những triệu_chứng này . Cần đi khám chuyên_khoa sớm trước khi tình_trạng bệnh diễn_biến nặng hơn .",Bạn Trang được bác_sĩ chẩn_đoán_thống kinh nguyên_phát . Vậy bạn Trang có_thể có triệu_chứng nào sau đây ?,"A , B , C , D.","Đau theo từng cơn , kiểu co rút .",Đau tại vị_trí bụng_dưới .,Hướng của cơn đau lan tới ra sau lưng và mặt bên trong của đùi .,"Có_thể kèm theo một_số triệu_chứng khác như đau_đầu , sốt , tiêu_chảy , buồn_nôn .",,,,
590,6174,300241.0,496.0,Triệu_chứng .,_Thống kinh .,Multi-Choice.,"Triệu_chứng_thống kinh nguyên_phát . Cơn đau thường xuất_hiện trước khi xuất_hiện kinh từ vài giờ hoặc ngay khi thấy_kinh và kéo_dài đến vài ngày với các triệu_chứng như sau : Đau theo từng cơn . Đau tại vị_trí bụng_dưới . Đau kiểu co rút bụng_dưới . Hướng của cơn đau lan tới ra sau lưng và mặt bên trong của đùi . Ngoài_ra , có_thể kèm theo một_số triệu_chứng khác như đau_đầu , sốt , tiêu_chảy , buồn_nôn . Triệu_chứng_thống kinh thứ_phát . Về triệu_chứng đau bụng của_thống kinh thứ_phát tương_tự như_thống kinh nguyên_phát . Tuy_nhiên , thời_điểm xuất_hiện đau bụng kéo_dài hơn , có_thể có trước khi kinh xuất_hiện từ một tuần cho đến khi đã hết kinh rồi mà vẫn còn đau bụng . Và triệu_chứng này không xuất_hiện một lần mà có_thể xuất_hiện nhiều lần trong một tháng . Trong trường_hợp sử_dụng các thuốc giảm đau mà vẫn không đỡ kèm theo các triệu_chứng bất_thường về kinh_nguyệt như đa kinh , rong kinh , vô kinh . thì người phụ_nữ không nên chủ_quan trước những triệu_chứng này . Cần đi khám chuyên_khoa sớm trước khi tình_trạng bệnh diễn_biến nặng hơn .","_Thống kinh là hiện_tượng tử_cung phải co_bóp để tống máu ra ngoài , do_đó trong quá_trình hành_kinh , phần_lớn người phụ_nữ sẽ cảm_thấy tức phần bụng_dưới , thi_thoảng nhói đau , mệt_mỏi , tuy_nhiên vẫn có_thể sinh_hoạt . Làm_việc và học_tập bình_thường . Trong trường_hợp , vượt quá_sức chịu_đựng , đau dữ_dội và ảnh_hưởng đến cuộc_sống thì được gọi là_thống kinh . Phần_lớn phụ_nữ khi mắc_thống kinh đều cam_chịu và không đi khám bác_sĩ chuyên_khoa . _Thống kinh nguyên_phát và_thống kinh thứ_phát có các triệu_chứng tương_tự nhau . Tuy_nhiên , 2 bệnh này vẫn có sự khác_biệt , vậy sự khác_biệt ở đây là gì ?","A , B , D.","_Thống kinh thứ_phát xuất_hiện đau bụng kéo_dài hơn , có_thể có trước khi kinh xuất_hiện từ một tuần cho đến khi đã hết kinh rồi mà vẫn còn đau bụng .","_Thống kinh thứ_phát , đau bụng_dưới không xuất_hiện một lần mà có_thể xuất_hiện nhiều lần trong một tháng .","_Thống kinh nguyên_phát xuất_hiện đau bụng kéo_dài hơn , có_thể có trước khi kinh xuất_hiện từ một tuần cho đến khi đã hết kinh rồi mà vẫn còn đau bụng .","_Thống kinh nguyên không do bất_kỳ bệnh_lý vùng chậu nào ,_thống kinh thứ_phát bắt_nguồn từ một rối_loạn bệnh_lý , chẳng_hạn như lạc nội mạc tử_cung , bệnh viêm vùng chậu mãn_tính , adenomyosis , polyp nội mạc tử_cung , u_nang buồng_trứng , dị_tật bẩm_sinh và biến_chứng của dụng_cụ tránh thai trong tử_cung .",,,,
