,id,context,type,result,question,A,B,C,D
1376,00300099,"Các bệnh viêm đường hô hấp trên lây truyền qua đường hô hấp, hoặc qua đường tiếp xúc với đồ dùng cá nhân trong gia đình / trường học.",Single-Choice,['A'],"Vào mùa thu hoặc mùa, virus gây ra căn bệnh viêm đường hô hấp trên sẽ hoạt động một cách mạnh mẽ. Đường lây nhiễm của căn bệnh này là gì?",Đường hô hấp.,Đường máu.,Đường tình dục.,Từ mẹ sang con.
1377,00300100,"Các bệnh viêm đường hô hấp trên lây truyền qua đường hô hấp, hoặc qua đường tiếp xúc với đồ dùng cá nhân trong gia đình / trường học.",Multi-Choice,"['A', 'B']",Chị Mai mắc căn bệnh viêm đường hô hấp trên đã được hai ngày. Chị sợ rằng bản thân mình sẽ là nguyên nhân lây lan bệnh sang cho con. Hãy đưa ra lời khuyên cho chị?,Đeo khẩu trang khi nói chuyện.,Dùng đồ sinh hoạt riêng.,Tập thể dục thường xuyên.,Ăn uống đầy đủ chất.
1378,00300101,"Các yếu tố nguy cơ dẫn đến nhiễm trùng đường hô hấp trên bao gồm: Tiếp xúc với người bệnh. Không rửa tay sau khi tiếp xúc với người bệnh. Tiếp xúc với trẻ em ở trường học, hoặc một nhóm người ở nơi làm việc, du lịch. Hút thuốc hoặc hút thuốc thụ động: khói thuốc làm giảm khả năng bảo vệ của lớp nhầy niêm mạc đường hô hấp và làm hỏng lớp nhung mao ở đường hô hấp trên. Các trường suy yếu miễn dịch như bệnh nhân có HIV, ghép tạng, sử dụng corticoid dài ngày. Những bệnh nhân có bất thường về giải phẫu, sinh lý đường hô hấp như chấn thương vùng mặt, chấn thương đường hô hấp trên, polyp mũi.",Single-Choice,['A'],Căn bệnh viêm đường hô trên được lây lan bằng con đường hô hấp. Vậy nguyên nhân chính gây nhiễm trùng đường hô hấp trên là gì?,Tiếp xúc với người bệnh.,Tiếp xúc với trẻ em.,Tiếp xúc với người nhiễm HIV.,Tiếp xúc với người sử dụng corticoid.
1379,00300102,"Các yếu tố nguy cơ dẫn đến nhiễm trùng đường hô hấp trên bao gồm: Tiếp xúc với người bệnh. Không rửa tay sau khi tiếp xúc với người bệnh. Tiếp xúc với trẻ em ở trường học, hoặc một nhóm người ở nơi làm việc, du lịch. Hút thuốc hoặc hút thuốc thụ động: khói thuốc làm giảm khả năng bảo vệ của lớp nhầy niêm mạc đường hô hấp và làm hỏng lớp nhung mao ở đường hô hấp trên. Các trường suy yếu miễn dịch như bệnh nhân có HIV, ghép tạng, sử dụng corticoid dài ngày. Những bệnh nhân có bất thường về giải phẫu, sinh lý đường hô hấp như chấn thương vùng mặt, chấn thương đường hô hấp trên, polyp mũi.",Multi-Choice,"['A', 'B', 'D']",Việc tiếp xúc với một số đối tượng cũng có khả năng gây ra căn bệnh nhiễm trùng đường hô hấp trên. Những đối tượng đó là ai?,Tiếp xúc với người bệnh.,Tiếp xúc với trẻ em ở trường học.,Tiếp xúc với bệnh nhân HIV.,Tiếp xúc với người hút thuốc.
1380,00300103,"Các yếu tố nguy cơ dẫn đến nhiễm trùng đường hô hấp trên bao gồm: Tiếp xúc với người bệnh. Không rửa tay sau khi tiếp xúc với người bệnh. Tiếp xúc với trẻ em ở trường học, hoặc một nhóm người ở nơi làm việc, du lịch. Hút thuốc hoặc hút thuốc thụ động: khói thuốc làm giảm khả năng bảo vệ của lớp nhầy niêm mạc đường hô hấp và làm hỏng lớp nhung mao ở đường hô hấp trên. Các trường suy yếu miễn dịch như bệnh nhân có HIV, ghép tạng, sử dụng corticoid dài ngày. Những bệnh nhân có bất thường về giải phẫu, sinh lý đường hô hấp như chấn thương vùng mặt, chấn thương đường hô hấp trên, polyp mũi.",Multi-Choice,"['A', 'B', 'D']","Ngoài các tác nhân bên ngoài, căn bệnh viêm đường hô hấp trên cũng có thể xảy ở những người gặp bất thường về giải phẫu hay sinh lý đường hô hấp. Những loại bất thường đó là gì?",Chấn thương vùng mặt.,Chấn thương đường hô hấp trên.,Chấn thương đường hô hấp dưới.,Polyp mũi.
1381,00300104,"Có một số biện pháp được sử dụng để ngăn ngừa mắc viêm đường hô hấp trên. Ngừng hút thuốc, giảm stress, cung cấp dinh dưỡng đầy đủ và cân bằng, tập thể dục thường xuyên là các biện pháp tăng cường hệ miễn dịch và giảm nguy cơ mắc bệnh. Cho trẻ bú sữa mẹ là một cách để giúp hệ miễn dịch của trẻ khỏe mạnh hơn do các kháng thể trong sữa mẹ được truyền sang cho con. Các biện pháp khác để ngăn ngừa sự lây truyền tác nhân gây bệnh như: Rửa tay thường xuyên, đặc biệt trong mùa lạnh hoặc khi tiếp xúc với người bệnh. Tránh tiếp xúc với người bệnh trong thời kỳ ủ bệnh, phát bệnh và khỏi bệnh. Vệ sinh các vật dụng cá nhân, các đồ dùng công cộng. Che miệng và mũi khi ho hoặc hắt xì. Tiêm vắc xin phòng cúm được khuyến cáo cho một số đối tượng như người già, người có bệnh mạn tính, nhân viên y tế có nguy cơ tiếp xúc cao.",Single-Choice,['D'],Căn bệnh viêm đường hô hấp trên có thể xảy ra ở bất cứ giới tính hay độ tuổi nào. Đâu là biện pháp phòng ngừa được Bộ Y tế khuyến cáo?,Tăng cường hệ miễn dịch.,Rửa tay thường xuyên.,Tránh tiếp xúc với người bệnh.,Tiêm vắc xin.
1382,00300105,"Có một số biện pháp được sử dụng để ngăn ngừa mắc viêm đường hô hấp trên. Ngừng hút thuốc, giảm stress, cung cấp dinh dưỡng đầy đủ và cân bằng, tập thể dục thường xuyên là các biện pháp tăng cường hệ miễn dịch và giảm nguy cơ mắc bệnh. Cho trẻ bú sữa mẹ là một cách để giúp hệ miễn dịch của trẻ khỏe mạnh hơn do các kháng thể trong sữa mẹ được truyền sang cho con. Các biện pháp khác để ngăn ngừa sự lây truyền tác nhân gây bệnh như: Rửa tay thường xuyên, đặc biệt trong mùa lạnh hoặc khi tiếp xúc với người bệnh. Tránh tiếp xúc với người bệnh trong thời kỳ ủ bệnh, phát bệnh và khỏi bệnh. Vệ sinh các vật dụng cá nhân, các đồ dùng công cộng. Che miệng và mũi khi ho hoặc hắt xì. Tiêm vắc xin phòng cúm được khuyến cáo cho một số đối tượng như người già, người có bệnh mạn tính, nhân viên y tế có nguy cơ tiếp xúc cao.",Multi-Choice,"['A', 'B', 'C', 'D']",Nhà chị Minh có hai người mắc bệnh viêm đường hô hấp trên. Chị nên làm gì để phòng ngừa các con mình không bị lây nhiễm?,Tập thể dục thường xuyên.,Ăn uống đủ chất.,Tránh tiếp xúc với người bệnh.,Che miệng khi hắt hơi.
1383,00300106,"Có một số biện pháp được sử dụng để ngăn ngừa mắc viêm đường hô hấp trên. Ngừng hút thuốc, giảm stress, cung cấp dinh dưỡng đầy đủ và cân bằng, tập thể dục thường xuyên là các biện pháp tăng cường hệ miễn dịch và giảm nguy cơ mắc bệnh. Cho trẻ bú sữa mẹ là một cách để giúp hệ miễn dịch của trẻ khỏe mạnh hơn do các kháng thể trong sữa mẹ được truyền sang cho con. Các biện pháp khác để ngăn ngừa sự lây truyền tác nhân gây bệnh như: Rửa tay thường xuyên, đặc biệt trong mùa lạnh hoặc khi tiếp xúc với người bệnh. Tránh tiếp xúc với người bệnh trong thời kỳ ủ bệnh, phát bệnh và khỏi bệnh. Vệ sinh các vật dụng cá nhân, các đồ dùng công cộng. Che miệng và mũi khi ho hoặc hắt xì. Tiêm vắc xin phòng cúm được khuyến cáo cho một số đối tượng như người già, người có bệnh mạn tính, nhân viên y tế có nguy cơ tiếp xúc cao.",Multi-Choice,"['A', 'B', 'D']","Vào mùa đông, virus gây ra căn bệnh viêm đường hô hấp sẽ hoạt động mạnh mẽ hơn. Cần làm gì để phòng ngừa căn bệnh này?",Rửa tay thường xuyên.,Vệ sinh vật dụng cá nhân.,Bận nhiều áo ấm.,Không hút thuốc.
1384,00300107,"Khi nghi ngờ bệnh nhân bị nhiễm trùng đường hô hấp trên, cần thực hiện một số xét nghiệm để chẩn đoán phân biệt với một số bệnh có triệu chứng giống như: Hen. Viêm phổi. Cúm H1N1. Dị ứng, dị ứng theo mùa. Viêm xoang mạn tính. Viêm phế quản. Thông thường việc chẩn đoán viêm đường hô hấp trên được thực hiện dựa trên đánh giá về triệu chứng, thăm khám lâm sàng, và đôi khi là một số xét nghiệm. Khi thăm khám lâm sàng, bác sĩ sẽ đánh giá mức độ sưng và đỏ niêm mạc mũi và họng, đánh giá mức độ phì đại của amidan và các hạch bạch huyết xung quanh cổ và đầu, mức độ đỏ mắt liên quan đến viêm xoang.",Single-Choice,['B'],"Triệu chứng của bệnh viêm đường hô hấp trên có thể bị nhầm lẫn với một số loại bệnh khác, trong đó có bệnh viêm xoang. Triệu chứng của loại bệnh viêm xoang nào giống với bệnh nhiễm trùng đường hô hấp trên?",Viêm xoang cấp.,Viêm xoang mạn.,Viêm đa xoang.,Viêm xoang hàm.
1385,00300108,"Khi nghi ngờ bệnh nhân bị nhiễm trùng đường hô hấp trên, cần thực hiện một số xét nghiệm để chẩn đoán phân biệt với một số bệnh có triệu chứng giống như: Hen. Viêm phổi. Cúm H1N1. Dị ứng, dị ứng theo mùa. Viêm xoang mạn tính. Viêm phế quản. Thông thường việc chẩn đoán viêm đường hô hấp trên được thực hiện dựa trên đánh giá về triệu chứng, thăm khám lâm sàng, và đôi khi là một số xét nghiệm. Khi thăm khám lâm sàng, bác sĩ sẽ đánh giá mức độ sưng và đỏ niêm mạc mũi và họng, đánh giá mức độ phì đại của amidan và các hạch bạch huyết xung quanh cổ và đầu, mức độ đỏ mắt liên quan đến viêm xoang.",Multi-Choice,"['A', 'B', 'C', 'D']","Chị Châu đến thăm khám sau khi có các triệu chứng như nghẹt mũi, đau rát cổ họng. Bác sĩ yêu cầu chị tiến hành thăm khám lâm sàng vì cho rằng có khả năng chị đã bị viêm đường hô hấp trên. Bác sĩ sẽ đánh giá những bộ phận nào để làm rõ suy đoán của mình?",Niêm mạc mũi.,Amidan.,Hạch bạch huyết xung quanh cổ.,Hạch bạch huyết xung quanh đầu.
1386,00300109,"Khi nghi ngờ bệnh nhân bị nhiễm trùng đường hô hấp trên, cần thực hiện một số xét nghiệm để chẩn đoán phân biệt với một số bệnh có triệu chứng giống như: Hen. Viêm phổi. Cúm H1N1. Dị ứng, dị ứng theo mùa. Viêm xoang mạn tính. Viêm phế quản. Thông thường việc chẩn đoán viêm đường hô hấp trên được thực hiện dựa trên đánh giá về triệu chứng, thăm khám lâm sàng, và đôi khi là một số xét nghiệm. Khi thăm khám lâm sàng, bác sĩ sẽ đánh giá mức độ sưng và đỏ niêm mạc mũi và họng, đánh giá mức độ phì đại của amidan và các hạch bạch huyết xung quanh cổ và đầu, mức độ đỏ mắt liên quan đến viêm xoang.",Multi-Choice,"['A', 'B', 'C']","Để làm rõ bệnh nhân có bị nhiễm trùng đường hô hấp trên hay không, bác sĩ sẽ tiến hành một số xét nghiệm vì triệu chứng của căn bệnh trên có thể bị nhiễm lẫn sang các bệnh khác. Các bệnh có triệu chứng giống với bệnh viêm đường hô hấp trên là gì?",Viêm phổi.,Dị ứng theo mùa.,Viêm xoang mạn.,Viêm xoang cấp.
1387,00300110,"Đa số các trường hợp viêm đường hô hấp trên là do virus vì vậy không cần có những biện pháp điều trị cụ thể. Người bệnh có thể tự điều trị triệu chứng ở nhà mà không cần thăm khám bác sĩ hoặc sử dụng thuốc. Nghỉ ngơi là một bước quan trọng trong điều trị nhiễm trùng hô hấp trên. Các hoạt động thường xuyên nên duy trì ở mức dung nạp được, không quá sức. Cần uống nước nhiều để bù lại lượng nước mất đi do chảy nước mũi, sốt và ăn uống kém do viêm đường hô hấp trên. Cần điều trị triệu chứng cho đến lúc tình trạng nhiễm trùng được giải quyết dứt điểm. Một số các thuốc điều trị triệu chứng: Paracetamol, ibuprofen: thuốc hạ sốt. Các thuốc kháng histamin để giảm tiết và nghẹt mũi. Thuốc điều trị ho như dextromethorphan, guaifenesin, codein. Steroids như dexamethasone, prednisolone dùng để giảm viêm và phù nề đường hô hấp. Một số thuốc dùng thể thông mũi. Kháng sinh được sử dụng trong một số trường hợp nhiễm trùng đường hô hấp trên liên quan đến vi khuẩn. Tuy nhiên việc sử dụng kháng sinh liên quan đến một số tác dụng không mong muốn và có thể thúc đẩy đề kháng kháng sinh và nhiễm khuẩn thứ phát, nên kháng sinh cần được sử dụng thận trọng theo chỉ định của bác sĩ.",Single-Choice,['B'],"Cháu Mai 12 tuổi, có các triệu chứng của viêm đường hô hấp trên đã được một tuần. Mẹ cháu sau khi tra cứu thì được biết rằng căn bệnh này có thể tự khỏi sau khoảng một tuần nữa. Đâu là bước quan trọng trong việc tự điều trị căn bệnh này tại nhà?",Vận động vừa sức.,Nghỉ ngơi.,Sử dụng kháng sinh.,Uống nhiều nước.
1388,00300111,"Đa số các trường hợp viêm đường hô hấp trên là do virus vì vậy không cần có những biện pháp điều trị cụ thể. Người bệnh có thể tự điều trị triệu chứng ở nhà mà không cần thăm khám bác sĩ hoặc sử dụng thuốc. Nghỉ ngơi là một bước quan trọng trong điều trị nhiễm trùng hô hấp trên. Các hoạt động thường xuyên nên duy trì ở mức dung nạp được, không quá sức. Cần uống nước nhiều để bù lại lượng nước mất đi do chảy nước mũi, sốt và ăn uống kém do viêm đường hô hấp trên. Cần điều trị triệu chứng cho đến lúc tình trạng nhiễm trùng được giải quyết dứt điểm. Một số các thuốc điều trị triệu chứng: Paracetamol, ibuprofen: thuốc hạ sốt. Các thuốc kháng histamin để giảm tiết và nghẹt mũi. Thuốc điều trị ho như dextromethorphan, guaifenesin, codein. Steroids như dexamethasone, prednisolone dùng để giảm viêm và phù nề đường hô hấp. Một số thuốc dùng thể thông mũi. Kháng sinh được sử dụng trong một số trường hợp nhiễm trùng đường hô hấp trên liên quan đến vi khuẩn. Tuy nhiên việc sử dụng kháng sinh liên quan đến một số tác dụng không mong muốn và có thể thúc đẩy đề kháng kháng sinh và nhiễm khuẩn thứ phát, nên kháng sinh cần được sử dụng thận trọng theo chỉ định của bác sĩ.",Multi-Choice,"['B', 'C']","Trong quá trình điều trị bệnh viêm đường hô hấp trên, có thể sử dụng một số loại thuốc điều trị ho. Các loại thuốc ấy là gì?",Paracetamol.,Dextromethorphan.,Guaifenesin.,Steroids.
1389,00300112,"Đa số các trường hợp viêm đường hô hấp trên là do virus vì vậy không cần có những biện pháp điều trị cụ thể. Người bệnh có thể tự điều trị triệu chứng ở nhà mà không cần thăm khám bác sĩ hoặc sử dụng thuốc. Nghỉ ngơi là một bước quan trọng trong điều trị nhiễm trùng hô hấp trên. Các hoạt động thường xuyên nên duy trì ở mức dung nạp được, không quá sức. Cần uống nước nhiều để bù lại lượng nước mất đi do chảy nước mũi, sốt và ăn uống kém do viêm đường hô hấp trên. Cần điều trị triệu chứng cho đến lúc tình trạng nhiễm trùng được giải quyết dứt điểm. Một số các thuốc điều trị triệu chứng: Paracetamol, ibuprofen: thuốc hạ sốt. Các thuốc kháng histamin để giảm tiết và nghẹt mũi. Thuốc điều trị ho như dextromethorphan, guaifenesin, codein. Steroids như dexamethasone, prednisolone dùng để giảm viêm và phù nề đường hô hấp. Một số thuốc dùng thể thông mũi. Kháng sinh được sử dụng trong một số trường hợp nhiễm trùng đường hô hấp trên liên quan đến vi khuẩn. Tuy nhiên việc sử dụng kháng sinh liên quan đến một số tác dụng không mong muốn và có thể thúc đẩy đề kháng kháng sinh và nhiễm khuẩn thứ phát, nên kháng sinh cần được sử dụng thận trọng theo chỉ định của bác sĩ.",Multi-Choice,"['B', 'C']",Việc sử dụng kháng sinh trong điều trị viêm đường hô hấp trên cần phải được sử dụng thận trọng theo chỉ định của bác sĩ. Những tác dụng không mong muốn trong việc sử dụng kháng sinh lúc này là gì?,Dị ứng.,Đề kháng kháng sinh.,Nhiễm khuẩn thứ phát.,Khó thở.
1390,00300113,"Giãn tĩnh mạch thừng tinh là tình trạng giãn đám rối tĩnh mạch sinh tinh và tĩnh mạch thừng tinh trong, làm suy giảm chức năng của tinh hoàn, thậm chí có thể dẫn tới vô sinh. Giãn tĩnh mạch thừng tinh là một tình trạng phổ biến, gặp 10-15 % nam giới sau dậy thì và 40 % trong số các bệnh nhân nam vô sinh. Giãn tĩnh mạch thừng tinh là tình trạng giãn đám rối tĩnh mạch sinh tinh và tĩnh mạch thừng tinh trong, làm suy giảm chức năng của tinh hoàn, thậm chí có thể dẫn tới vô sinh.",Single-Choice,['D'],"Giãn tĩnh mạch thừng tinh là một trong những căn bệnh có khả năng dễ đến vô sinh ở nam giới. Theo thống kê, căn bệnh này chiếm bao nhiêu phần trăm trong số các bệnh nhân nam vô sinh?",10% .,15% .,Cờ: .,40% .
1391,00300114,"Giãn tĩnh mạch thừng tinh là tình trạng giãn đám rối tĩnh mạch sinh tinh và tĩnh mạch thừng tinh trong, làm suy giảm chức năng của tinh hoàn, thậm chí có thể dẫn tới vô sinh. Giãn tĩnh mạch thừng tinh là một tình trạng phổ biến, gặp 10-15 % nam giới sau dậy thì và 40 % trong số các bệnh nhân nam vô sinh. Giãn tĩnh mạch thừng tinh là tình trạng giãn đám rối tĩnh mạch sinh tinh và tĩnh mạch thừng tinh trong, làm suy giảm chức năng của tinh hoàn, thậm chí có thể dẫn tới vô sinh.",Multi-Choice,"['A', 'B']","Giãn tĩnh mạch thừng tinh là một căn bệnh phổ biến, có tỉ lệ xuất hiện tương đối cao trong nhóm đối tượng vô sinh ở nam giới. Vậy giãn tĩnh mạch thừng tinh là tình trạng gì?",Giãn đám rối tĩnh mạch sinh tinh.,Giãn tĩnh mạch thừng tinh trong.,Giãn tĩnh mạch thừng tinh ngoài.,Giãn tĩnh mạch thừng tinh giữa.
1392,00300115,"Giãn tĩnh mạch thừng tinh là tình trạng giãn đám rối tĩnh mạch sinh tinh và tĩnh mạch thừng tinh trong, làm suy giảm chức năng của tinh hoàn, thậm chí có thể dẫn tới vô sinh. Giãn tĩnh mạch thừng tinh là một tình trạng phổ biến, gặp 10-15 % nam giới sau dậy thì và 40 % trong số các bệnh nhân nam vô sinh. Giãn tĩnh mạch thừng tinh là tình trạng giãn đám rối tĩnh mạch sinh tinh và tĩnh mạch thừng tinh trong, làm suy giảm chức năng của tinh hoàn, thậm chí có thể dẫn tới vô sinh.",Multi-Choice,"['A', 'C']","Anh Tâm được chẩn đoán mắc bệnh giãn tĩnh mạch thừng tinh. Nếu không điều trị kịp thời, hậu quả không mong muốn mà căn bệnh này có thể gây ra là gì?",Suy giảm chức năng của tinh hoàn.,Trầm cảm.,Vô sinh.,Rối loạn giấc ngủ.
1393,00300116,"Nguyên nhân của bệnh giãn tĩnh mạch thừng tinh hiện chưa được nghiên cứu nhiều, nên thường được xem là do tự phát. Có nhiều giả thuyết về nguyên nhân của bệnh như: suy các van của hệ thống tĩnh mạch, tĩnh mạch tinh đổ sai chỗ vào tĩnh mạch thận trái hoặc tĩnh mạch chủ bụng, tình trạng tăng áp lực ổ bụng do khối u vùng tiểu khung hay u sau phúc mạc. Dù là nguyên nhân gì, hiện nay người ta vẫn cho rằng bệnh sinh của giãn tĩnh mạch thừng tinh là do sự trào ngược máu tĩnh mạch vào tĩnh mạch tinh, làm giãn hệ thống tĩnh mạch ở bìu tạo thành búi tĩnh mạch ngoằn ngoèo nổi rõ dưới da như túi giun.",Single-Choice,['D'],Giãn tĩnh mạch thừng tinh do chưa được nghiên cứu nhiều nên các nguyên nhân thường được đặt ra từ nhiều giả thuyết. Đâu là nguyên nhân mà nhiều người tin vào nhất?,Suy các van của hệ thống tĩnh mạch.,Sai sót của tĩnh mạch tinh.,Tăng áp lực ổ bụng.,Trào ngược máu tĩnh mạch.
1394,00300117,"Nguyên nhân của bệnh giãn tĩnh mạch thừng tinh hiện chưa được nghiên cứu nhiều, nên thường được xem là do tự phát. Có nhiều giả thuyết về nguyên nhân của bệnh như: suy các van của hệ thống tĩnh mạch, tĩnh mạch tinh đổ sai chỗ vào tĩnh mạch thận trái hoặc tĩnh mạch chủ bụng, tình trạng tăng áp lực ổ bụng do khối u vùng tiểu khung hay u sau phúc mạc. Dù là nguyên nhân gì, hiện nay người ta vẫn cho rằng bệnh sinh của giãn tĩnh mạch thừng tinh là do sự trào ngược máu tĩnh mạch vào tĩnh mạch tinh, làm giãn hệ thống tĩnh mạch ở bìu tạo thành búi tĩnh mạch ngoằn ngoèo nổi rõ dưới da như túi giun.",Multi-Choice,"['A', 'B', 'D']","Nguyên nhân của bệnh giãn tĩnh mạch thừng tinh hiện nay vẫn còn chưa được nghiên cứu nhiều, vì thế nên rất nhiều giả thuyết đã được đặt ra. Đâu là những giả thuyết mà ít người ủng hộ?",Đám rối tĩnh mạch tinh giãn.,Tĩnh mạch tinh đổ sai chỗ.,Máu chảy ngược về chỗ thấp.,Khối u vùng tiểu khung.
1395,00300118,"Nguyên nhân của bệnh giãn tĩnh mạch thừng tinh hiện chưa được nghiên cứu nhiều, nên thường được xem là do tự phát. Có nhiều giả thuyết về nguyên nhân của bệnh như: suy các van của hệ thống tĩnh mạch, tĩnh mạch tinh đổ sai chỗ vào tĩnh mạch thận trái hoặc tĩnh mạch chủ bụng, tình trạng tăng áp lực ổ bụng do khối u vùng tiểu khung hay u sau phúc mạc. Dù là nguyên nhân gì, hiện nay người ta vẫn cho rằng bệnh sinh của giãn tĩnh mạch thừng tinh là do sự trào ngược máu tĩnh mạch vào tĩnh mạch tinh, làm giãn hệ thống tĩnh mạch ở bìu tạo thành búi tĩnh mạch ngoằn ngoèo nổi rõ dưới da như túi giun.",Multi-Choice,"['A', 'B', 'C']","Giãn tĩnh mạch thừng tinh thường được đặt ra nhiều giả thuyết về nguyên nhân của căn bệnh, đa phần trong số giả thuyết đều nói lên sự bất thường trong dòng chảy tĩnh mạch. Đâu là những ?",Suy yếu hệ thống van.,Tĩnh mạch đổ sai chỗ.,Trào ngược máu.,Tăng áp lực ổ bụng.
1396,00300119,"Triệu chứng của bệnh giãn tĩnh mạch thừng tinh thường không có hoặc không rõ ràng, đặc biệt trong giai đoạn sớm. Trong đa số các trường hợp, bệnh nhân đến khám vì vô sinh và tình cờ phát hiện bệnh khi thăm khám. Cơ chế gây vô sinh trong bệnh giãn tĩnh mạch thừng tinh là do sự tăng nhiệt độ ở bìu so với bình thường, làm ảnh hưởng xấu đến quá trình sinh tinh, gây giảm chất lượng tinh trùng thông qua việc giảm tính di động và biến đổi hình dạng của tinh trùng. Ở giai đoạn muộn hơn, người bệnh thường đối mặt với các triệu chứng như đau tinh hoàn, theo thời gian sẽ thấy rõ các búi tĩnh mạch giãn ở da bìu, được ví như một túi giun, tinh hoàn thường ở trạng thái sưng và phù nề. Triệu chứng đau trong giãn tĩnh mạch thừng tinh thường có đặc điểm sau: ( 1 ) Đau thay đổi từ cảm giác khó chịu đến đau nhiều. Đau tăng khi đứng hay khi gắng sức, nặng lên về cuối ngày. Đau giảm khi nằm ngửa. Giãn tĩnh mạch thừng tinh thường hình thành trong quá trình dậy thì ( 1 ) và trên 80 % các trường hợp thường gặp ở bên trái.",Single-Choice,['C'],"Giãn mạch thừng tinh là một bệnh không khó để theo dõi và quan sát. Bệnh giãn tĩnh mạch thừng tinh được chia ra làm nhiều giai đoạn, ở giai đoạn nào thì bệnh nhân có triệu chứng đau tinh hoàn?",Ở giai đoạn sớm.,Ở giai đoạn vô sinh.,Ở giai đoạn muộn hơn.,Giai đoạn giãn mức độ 2 .
1397,00300120,"Triệu chứng của bệnh giãn tĩnh mạch thừng tinh thường không có hoặc không rõ ràng, đặc biệt trong giai đoạn sớm. Trong đa số các trường hợp, bệnh nhân đến khám vì vô sinh và tình cờ phát hiện bệnh khi thăm khám. Cơ chế gây vô sinh trong bệnh giãn tĩnh mạch thừng tinh là do sự tăng nhiệt độ ở bìu so với bình thường, làm ảnh hưởng xấu đến quá trình sinh tinh, gây giảm chất lượng tinh trùng thông qua việc giảm tính di động và biến đổi hình dạng của tinh trùng. Ở giai đoạn muộn hơn, người bệnh thường đối mặt với các triệu chứng như đau tinh hoàn, theo thời gian sẽ thấy rõ các búi tĩnh mạch giãn ở da bìu, được ví như một túi giun, tinh hoàn thường ở trạng thái sưng và phù nề. Triệu chứng đau trong giãn tĩnh mạch thừng tinh thường có đặc điểm sau: ( 1 ) Đau thay đổi từ cảm giác khó chịu đến đau nhiều. Đau tăng khi đứng hay khi gắng sức, nặng lên về cuối ngày. Đau giảm khi nằm ngửa. Giãn tĩnh mạch thừng tinh thường hình thành trong quá trình dậy thì ( 1 ) và trên 80 % các trường hợp thường gặp ở bên trái.",Multi-Choice,"['A', 'B', 'C']","Bệnh giãn mạch thừng tinh hiện nay đã có thể quan sát bằng liệu pháp Valsava. Bệnh được theo dõi và chia ra các giai đoạn khác nhau, theo phân loại Sarteschi ở giai đoạn nào thì tĩnh mạch sẽ chưa giản ở tư thế nào?",Giai đoạn 1.,Giai đoạn 2.,Giai đoạn 3.,Giai đoạn 4.
1398,00300121,"Triệu chứng của bệnh giãn tĩnh mạch thừng tinh thường không có hoặc không rõ ràng, đặc biệt trong giai đoạn sớm. Trong đa số các trường hợp, bệnh nhân đến khám vì vô sinh và tình cờ phát hiện bệnh khi thăm khám. Cơ chế gây vô sinh trong bệnh giãn tĩnh mạch thừng tinh là do sự tăng nhiệt độ ở bìu so với bình thường, làm ảnh hưởng xấu đến quá trình sinh tinh, gây giảm chất lượng tinh trùng thông qua việc giảm tính di động và biến đổi hình dạng của tinh trùng. Ở giai đoạn muộn hơn, người bệnh thường đối mặt với các triệu chứng như đau tinh hoàn, theo thời gian sẽ thấy rõ các búi tĩnh mạch giãn ở da bìu, được ví như một túi giun, tinh hoàn thường ở trạng thái sưng và phù nề. Triệu chứng đau trong giãn tĩnh mạch thừng tinh thường có đặc điểm sau: ( 1 ) Đau thay đổi từ cảm giác khó chịu đến đau nhiều. Đau tăng khi đứng hay khi gắng sức, nặng lên về cuối ngày. Đau giảm khi nằm ngửa. Giãn tĩnh mạch thừng tinh thường hình thành trong quá trình dậy thì ( 1 ) và trên 80 % các trường hợp thường gặp ở bên trái.",Multi-Choice,"['A', 'B', 'C']","Bệnh giãn tĩnh mạch thừng tinh thường gây đau nhức phần dưới cho bệnh nhân. Tệ hơn nữa, đau từ khó chịu đến đau nhiều nếu bệnh nhân gặp phải điều nào?",Đứng.,Buổi chiều.,Buổi tối.,Nằm.
1399,00300122,"Giãn tĩnh mạch thừng tinh được chẩn đoán chủ yếu dựa vào khám lâm sàng và siêu âm tinh hoàn. Ngoài triệu chứng đau tinh hoàn hoặc suy giảm khả năng sinh sản mà bệnh nhân gặp phải, việc thăm khám lâm sàng có thể phát hiện một khối mềm, không đau nằm phía trên tinh hoàn. Nếu các búi tĩnh mạch còn nhỏ, bác sĩ sẽ yêu câu bệnh nhân đứng dậy, hít một hơi thật sâu và nín thở sẽ thấy búi tĩnh mạch hiện ra rõ hơn ( nghiệm pháp Valsalva ). Siêu âm tinh hoàn cung cấp hình ảnh chính xác về các cấu trúc bên trong. Siêu âm tinh hoàn còn giúp loại trừ các nguyên nhân khác gây ra giãn tĩnh mạch thừng tinh như khối u chèn ép tĩnh mạch tinh.",Single-Choice,['C'],"Có rất nhiều các biện pháp chuẩn đoán của giãn tỉnh mạch thừng tinh như thăm khám lâm sàng, nghiệm pháp valsalva, siêu âm,... Đâu là phương pháp chuẩn đoán và quan sát bệnh giãn tĩnh mạch thừng tinh hiệu quả nhất?",Valsalva.,Khám lâm sàng.,Siêu âm.,Chuẩn đoán thông qua khả năng sinh sản.
